Datum,Anlage,ZP_ID,Einspeisung + Ausfallarbeit [kWh],Performance [€/MWh]
2023-01-01T00:00:00,"TEN_SO_Winsen_DE003004","ZP_ID_1202",151.23,-53.89132
2023-01-01T00:00:00,"TEN_SO_Langenhagen_DE006002","ZP_ID_1203",30.14,-79.64954
2023-01-01T00:00:00,"AMP_NF_BI_Ennigerloh_(PPA)","ZP_ID_1204",0,
2023-01-01T00:00:00,"50H_SO_Marlow_01","ZP_ID_1205",11966.88,-8.66596
2023-01-01T00:00:00,"50H_SO_Berkenbrück","ZP_ID_1207",9504.6,-20.96425
2023-01-01T00:00:00,"50H_SO_Bockelnhagen","ZP_ID_1208",11679.2,-9.03576
2023-01-01T00:00:00,"AMP_SO_Solingen_DE002020","ZP_ID_1210",10.43,-75.15365
2023-01-01T00:00:00,"50H_SO_Anrode_01","ZP_ID_1211",10749.04,13.64963
2023-01-01T00:00:00,"50H_SO_Anrode_02","ZP_ID_1212",11363.43,15.57887
2023-01-01T00:00:00,"TEN_SO_Gehrden_DE018079","ZP_ID_1213",99.79000000000001,-33.74142
2023-01-01T00:00:00,"TEN_SO_Henstedt-Ulzburg_DE016038","ZP_ID_1214",0.35,-106.76714
2023-01-01T00:00:00,"50H_SO_Grabfeld","ZP_ID_1215",74.7,-109.60063
2023-01-01T00:00:00,"50H_SO_Wiednitz","ZP_ID_1216",8715.950000000001,-20.0858
2023-01-01T00:00:00,"TEN_SO_Sennfeld","ZP_ID_1219",1474.75,-18.28943
2023-01-01T00:00:00,"AMP_SO_Arnsberg_07","ZP_ID_1220",94.65000000000001,-49.07366
2023-01-01T00:00:00,"50H_SO_Finsterwalde_04","ZP_ID_1221",8156.5,-32.46172
2023-01-01T00:00:00,"AMP_KWK_Lüdenscheid_02","ZP_ID_1222",260854.85,4.94809
2023-01-01T00:00:00,"AMP_SO_Fröndenberg_05","ZP_ID_1223",0,
2023-01-01T00:00:00,"50H_SO_Teuchern_01","ZP_ID_1224",15044.28,-14.73463
2023-01-01T00:00:00,"50H_SO_Martinskirchen","ZP_ID_1225",4357.27,-10.74741
2023-01-01T00:00:00,"50H_SO_Teuchern_02","ZP_ID_1226",30126.54,-15.6163
2023-01-01T00:00:00,"50H_SO_Klostermansfeld","ZP_ID_1227",502.03,-17.6802
2023-01-01T00:00:00,"AMP_SO_Solingen","ZP_ID_1228",0,
2023-01-01T00:00:00,"AMP_SO_Bochum_03","ZP_ID_1229",330.77,-28.35035
2023-01-01T00:00:00,"TRA_SO_Wertheim","ZP_ID_1230",0,
2023-01-01T00:00:00,"TEN_SO_Löhne","ZP_ID_1232",544.12,-25.53466
2023-01-01T00:00:00,"AMP_SO_Bönen_04","ZP_ID_1233",47.26,-69.06988
2023-01-01T00:00:00,"AMP_WI_Welver_02","ZP_ID_1235",282160.43,-6.40879
2023-01-01T00:00:00,"AMP_WI_Welver_03","ZP_ID_1236",287745.23,-6.87636
2023-01-01T00:00:00,"AMP_WI_Welver_04","ZP_ID_1237",284687.69,-4.48788
2023-01-01T00:00:00,"50H_SO_Neubrandenburg_02","ZP_ID_1239",7431.99,-11.30315
2023-01-01T00:00:00,"AMP_SO_Waltrop_02","ZP_ID_1240",7.5,-34.78467
2023-01-01T00:00:00,"TEN_SO_Hemmoor_DE003009","ZP_ID_1241",84.09,-65.68517
2023-01-01T00:00:00,"TEN_SO_Leck_DE004033","ZP_ID_1242",48.62,-13.56304
2023-01-01T00:00:00,"50H_SO_Chemnitz_DE036107","ZP_ID_1243",130.85,-72.39894
2023-01-01T00:00:00,"TEN_SO_Bremen_DE007027","ZP_ID_1244",185.15,-25.39366
2023-01-01T00:00:00,"AMP_SO_Kerpen","ZP_ID_1246",13404.22,-13.70957
2023-01-01T00:00:00,"50H_SO_Wiendorf-Niendorf","ZP_ID_1247",2919.4,9.072369999999999
2023-01-01T00:00:00,"AMP_SO_Merzenich","ZP_ID_1248",1431.92,-42.68425
2023-01-01T00:00:00,"AMP_SO_Langerwehe","ZP_ID_1249",1318.46,-20.76014
2023-01-01T00:00:00,"TEN_SO_Obernkirchen_03","ZP_ID_1250",432.22,-13.66267
2023-01-01T00:00:00,"AMP_SO_Straelen","ZP_ID_1251",10496.62,-15.26921
2023-01-01T00:00:00,"AMP_SO_Bornheim_01","ZP_ID_1252",1076.39,-11.27054
2023-01-01T00:00:00,"AMP_SO_Bornheim_02","ZP_ID_1253",704.55,-17.64452
2023-01-01T00:00:00,"AMP_SO_Bramsche","ZP_ID_1254",1496.37,6.15674
2023-01-01T00:00:00,"AMP_SO_Niederzissen","ZP_ID_1255",165.65,-55.71654
2023-01-01T00:00:00,"50H_SO_Ferdinandshof_02","ZP_ID_1256",4385.43,11.51531
2023-01-01T00:00:00,"TEN_SO_Bad Segeberg_DE033064","ZP_ID_1257",58.29,-62.40478
2023-01-01T00:00:00,"AMP_SO_Kevelaer _02","ZP_ID_1258",1375.56,-4.56248
2023-01-01T00:00:00,"AMP_NF_WA_Hagen","ZP_ID_1259",59082.83,-1.82416
2023-01-01T00:00:00,"AMP_SO_Essen_DE001018","ZP_ID_1260",37.28,-85.52999
2023-01-01T00:00:00,"AMP_SO_Greven_DE009002","ZP_ID_1261",29.28,-57.74743
2023-01-01T00:00:00,"AMP_SO_Lüdinghausen","ZP_ID_1262",561.1,0.99758
2023-01-01T00:00:00,"AMP_SO_Uedem_03","ZP_ID_1263",2112.7,17.20304
2023-01-01T00:00:00,"TEN_SO_Bad Wildungen_DE010009","ZP_ID_1264",89.06999999999999,-9.900309999999999
2023-01-01T00:00:00,"AMP_SO_Goch_03","ZP_ID_1265",2251.19,-3.68272
2023-01-01T00:00:00,"AMP_SO_Uedem_04","ZP_ID_1266",2948.53,4.46713
2023-01-01T00:00:00,"TEN_SO_Ahrensburg_DE016054","ZP_ID_1267",90.43000000000001,-78.89456
2023-01-01T00:00:00,"50H_SO_Markranstädt_02","ZP_ID_1268",8048.08,-3.61876
2023-01-01T00:00:00,"TEN_SO_Stuhr_DE007007","ZP_ID_1270",28.24,-39.34388
2023-01-01T00:00:00,"TEN_SO_Wunstorf_02","ZP_ID_1271",2214.9,0.35341
2023-01-01T00:00:00,"AMP_SO_Bornheim-Merten","ZP_ID_1272",630,-17.4799
2023-01-01T00:00:00,"50H_SO_Wanzleben-Rodensleben","ZP_ID_1273",3007.1,6.32963
2023-01-01T00:00:00,"50H_SO_Lübbenau_02","ZP_ID_1274",213,-44.28803
2023-01-01T00:00:00,"TEN_SO_Bielefeld_DE005043","ZP_ID_1275",132.25,-68.48027
2023-01-01T00:00:00,"AMP_SO_Preußisch Oldendorf","ZP_ID_1276",3224.54,6.75407
2023-01-01T00:00:00,"TEN_SO_Bückeburg_02","ZP_ID_1277",1003.3,-19.99807
2023-01-01T00:00:00,"TEN_SO_Schloß Holte-Stukenbrock","ZP_ID_1278",985.61,-11.14108
2023-01-01T00:00:00,"50H_SO_Halle (Saale)","ZP_ID_1279",434.4,-32.10171
2023-01-01T00:00:00,"50H_SO_Sonnewalde_Ossak","ZP_ID_1280",3719.21,-8.347200000000001
2023-01-01T00:00:00,"AMP_SO_Selm-Bork_DE032045","ZP_ID_1281",114.83,-45.10838
2023-01-01T00:00:00,"50H_SO_Adorf_DE031085","ZP_ID_1282",38.48,-36.60439
2023-01-01T00:00:00,"AMP_WI_Welver_Flerke_(PPA)","ZP_ID_1283",118948.68,-7.5165
2023-01-01T00:00:00,"AMP_WI_Vettweiß-Ginnick_(PPA)","ZP_ID_1284",150002.64,19.60916
2023-01-01T00:00:00,"AMP_WI_Möhnesee_(PPA)","ZP_ID_1285",424757.61,-6.40156
2023-01-01T00:00:00,"AMP_WI_Anröchte_(PPA)","ZP_ID_1286",197584.8,-7.04254
2023-01-01T00:00:00,"AMP_WI_Arnsberg_(PPA)","ZP_ID_1289",115156.43,-7.58873
2023-01-01T00:00:00,"AMP_SO_Köln","ZP_ID_1290",509.31,-22.25824
2023-01-01T00:00:00,"TEN_SO_Satrup_DE004005","ZP_ID_1291",44.37,-18.69193
2023-01-01T00:00:00,"50H_SO_Bergen_DE029002","ZP_ID_1292",18.78,-57.55582
2023-01-01T00:00:00,"AMP_SO_Mönchengladbach","ZP_ID_1294",72.5,-65.31552000000001
2023-01-01T00:00:00,"50H_SO_Sangerhausen_09","ZP_ID_1357",1153.5,0.30907
2023-01-01T00:00:00,"TEN_SO_Stadthagen_02","ZP_ID_1358",31.96,-14.37425
2023-01-01T00:00:00,"AMP_WI_Möhnesee_02","ZP_ID_1381",434758.45,-7.96401
2023-01-01T00:00:00,"AMP_SO_Geldern_02","ZP_ID_1382",870.35,-17.80848
2023-01-01T00:00:00,"AMP_SO_Langenfeld","ZP_ID_1383",1654.63,7.49379
2023-01-01T00:00:00,"TEN_SO_Pfaffenhofen","ZP_ID_1384",6.18,-19.66785
2023-01-01T00:00:00,"AMP_SO_Münster_05","ZP_ID_1385",173.64,-7.98043
2023-01-01T00:00:00,"TEN_SO_Hagen im Bremischen","ZP_ID_1386",1044.63,-21.15888
2023-01-01T00:00:00,"AMP_SO_Halver","ZP_ID_1387",1532.7,-13.8329
2023-01-01T00:00:00,"TEN_KWK_München","ZP_ID_1439",43315.33,-34.75858
2023-01-01T00:00:00,"50H_SO_Waren_02","ZP_ID_1440",9092.4,-8.87527
2023-01-01T00:00:00,"AMP_SO_Hemer_DE013075","ZP_ID_1452",61.77,-59.66172
2023-01-01T00:00:00,"50H_SO_Hamburg_DE003065","ZP_ID_1453",234.13,-32.46524
2023-01-01T00:00:00,"AMP_SO_Sprockhövel_DE013065","ZP_ID_1454",65.73,-28.77454
2023-01-01T00:00:00,"50H_SO_Halle_DE021101","ZP_ID_1455",211.08,-23.45794
2023-01-01T00:00:00,"50H_SO_Wilkau-Hasslau","ZP_ID_1456",1196.41,-13.3617
2023-01-01T00:00:00,"50H_SO_Johanngeorgenstadt_02","ZP_ID_1457",1437.01,-15.47088
2023-01-01T00:00:00,"50H_SO_Allstedt_02","ZP_ID_1470",1397.94,0.60065
2023-01-01T00:00:00,"50H_SO_Cottbus_DE028079","ZP_ID_1501",32.26,-77.02500000000001
2023-01-01T00:00:00,"50H_SO_Waren_DE029071","ZP_ID_1517",49.64,-54.99317
2023-01-01T00:00:00,"TEN_SO_Heide_DE004022","ZP_ID_1518",21.83,-96.47014
2023-01-01T00:00:00,"AMP_SO_Bestwig_DE013049","ZP_ID_1519",86.34,-54.6956
2023-01-01T00:00:00,"AMP_SO_Unna_DE013057","ZP_ID_1520",31.13,-40.95825
2023-01-01T00:00:00,"AMP_SO_Altenberge_DE009019","ZP_ID_1521",27.48,-77.664
2023-01-01T00:00:00,"AMP_SO_Meppen_DE025040","ZP_ID_1522",227.55,-19.48883
2023-01-01T00:00:00,"TEN_SO_Delmenhorst_DE007004","ZP_ID_1523",138.14,-40.23804
2023-01-01T00:00:00,"AMP_SO_Bad Wünneberg_DE005021","ZP_ID_1524",114.03,-71.40697
2023-01-01T00:00:00,"50H_SO_Wolgast_DE029034","ZP_ID_1525",48.84,-32.36166
2023-01-01T00:00:00,"AMP_SO_Goch_04","ZP_ID_1526",547.61,5.9601
2023-01-01T00:00:00,"50H_SO_Ammern_DE031003","ZP_ID_1540",190.29,-21.1746
2023-01-01T00:00:00,"AMP_SO_Horstmar","ZP_ID_1546",420.21,-10.06765
2023-01-01T00:00:00,"AMP_SO_Wietmarschen-Lohne_DE025016","ZP_ID_1547",103.73,-13.68731
2023-01-01T00:00:00,"50H_SO_Burg Stargard","ZP_ID_1548",1533.15,10.45037
2023-01-01T00:00:00,"AMP_SO_Ochtrup_02","ZP_ID_1553",556.35,-16.10585
2023-01-01T00:00:00,"TEN_SO_Schweinfurt_02","ZP_ID_1554",212.8,-59.20944
2023-01-01T00:00:00,"AMP_SO_Attendorn","ZP_ID_1555",0,
2023-01-01T00:00:00,"AMP_SO_Halver_02","ZP_ID_1556",0,
2023-01-01T00:00:00,"50H_SO_Sonnewalde_Münchhausen","ZP_ID_1557",9658.450000000001,-24.78519
2023-01-01T00:00:00,"AMP_SO_Ense-Höingen","ZP_ID_1558",1108.5,-60.00063
2023-01-01T00:00:00,"TRA_SO_Buchen_01","ZP_ID_1560",3374.56,-9.0672
2023-01-01T00:00:00,"TRA_SO_Buchen_02","ZP_ID_1561",206.4,-9.00428
2023-01-01T00:00:00,"TRA_SO_Höpfingen_01","ZP_ID_1562",717.49,-14.15847
2023-01-01T00:00:00,"TRA_SO_Höpfingen_02","ZP_ID_1563",1448.75,-13.44203
2023-01-01T00:00:00,"TRA_SO_Höpfingen_03","ZP_ID_1564",1162.21,-13.06491
2023-01-01T00:00:00,"AMP_SO_Gronau_05","ZP_ID_1565",614.5700000000001,-35.55106
2023-01-01T00:00:00,"TEN_SO_Altenbeken","ZP_ID_1571",654.01,-29.34036
2023-01-01T00:00:00,"AMP_WI_Herscheid_(PPA)","ZP_ID_1573",166821.78,-6.47222
2023-01-01T00:00:00,"AMP_SO_Halver_03","ZP_ID_1574",360.05,-53.19432
2023-01-01T00:00:00,"AMP_SO_Walkertshofen","ZP_ID_1575",14035.8,-18.88001
2023-01-01T00:00:00,"AMP_WI_Benkamp_(PPA)","ZP_ID_1576",200185.56,-1.79258
2023-01-01T00:00:00,"AMP_WI_Soest_01_(PPA)","ZP_ID_1577",442284.66,-6.00033
2023-01-01T00:00:00,"AMP_WI_Soest_02_(PPA)","ZP_ID_1578",417532,-4.90026
2023-01-01T00:00:00,"AMP_WI_Soest_03_(PPA)","ZP_ID_1579",151818.71,-1.89118
2023-01-01T00:00:00,"AMP_WI_Soest_04_(PPA)","ZP_ID_1580",174417.93,-6.50057
2023-01-01T00:00:00,"AMP_WI_Soest_05_(PPA)","ZP_ID_1581",176382.11,-5.83915
2023-01-01T00:00:00,"AMP_WI_Soest_06_(PPA)","ZP_ID_1582",242103.48,-7.97085
2023-01-01T00:00:00,"AMP_WI_Soest_09_(PPA)","ZP_ID_1585",435188.97,-6.37517
2023-01-01T00:00:00,"AMP_WI_Soest_13_(PPA)","ZP_ID_1588",36248.99,27.95078
2023-01-01T00:00:00,"AMP_WI_Soest_14","ZP_ID_1589",269363.58,-6.78727
2023-01-01T00:00:00,"AMP_WI_Soest_16","ZP_ID_1591",446117.72,-7.66825
2023-01-01T00:00:00,"AMP_WI_Soest_18","ZP_ID_1593",295929.04,-4.47949
2023-01-01T00:00:00,"AMP_WI_Soest_19","ZP_ID_1594",491645.46,-6.6484
2023-01-01T00:00:00,"AMP_WI_Soest_20_(PPA)","ZP_ID_1595",362917.01,-5.57631
2023-01-01T00:00:00,"AMP_WI_Soest_23_(PPA)","ZP_ID_1598",288681.94,-6.51467
2023-01-01T00:00:00,"AMP_SO_Unterdießen","ZP_ID_1599",11640.46,-22.04253
2023-01-01T00:00:00,"AMP_SO_Fuchstal","ZP_ID_1600",9223,-16.54231
2023-01-01T00:00:00,"TEN_SO_Unterhaid","ZP_ID_1601",29965,0.5398500000000001
2023-01-01T00:00:00,"TEN_SO_Marktrodach","ZP_ID_1602",9565.01,-62.12911
2023-01-01T00:00:00,"TEN_SO_Krummennaab- Thumsenreuth","ZP_ID_1603",61848.93,-7.13272
2023-01-01T00:00:00,"TEN_SO_Elfershausen","ZP_ID_1604",18588.46,-10.8052
2023-01-01T00:00:00,"50H_SO_Bautzen_DE036067","ZP_ID_1605",92.41,-33.07774
2023-01-01T00:00:00,"AMP_SO_Hamm Bockum-Hövel_DE013012","ZP_ID_1606",83.61,-28.64233
2023-01-01T00:00:00,"TEN_SO_Bovenden_DE010004","ZP_ID_1607",169.88,-34.14167
2023-01-01T00:00:00,"TEN_SO_Melsungen_DE010035","ZP_ID_1608",183.17,-33.50321
2023-01-01T00:00:00,"TRA_SO_Osterburken","ZP_ID_1609",1841.64,-14.29148
2023-01-01T00:00:00,"50H_SO_Thale_01","ZP_ID_1610",20514.27,7.23303
2023-01-01T00:00:00,"50H_SO_Thale_02","ZP_ID_1611",1803.06,0.4402
2023-01-01T00:00:00,"AMP_SO_Vettweiß_02","ZP_ID_1612",2721.67,-5.69652
2023-01-01T00:00:00,"AMP_SO_Bottrop","ZP_ID_1613",446.49,-13.59454
2023-01-01T00:00:00,"AMP_SO_Schwerte","ZP_ID_1614",12186.65,-7.60492
2023-01-01T00:00:00,"AMP_WI_Ochtrup_6_(PPA)","ZP_ID_1615",43372.11,-11.2263
2023-01-01T00:00:00,"50H_SO_Marlow Kloster","ZP_ID_1624",1917.59,8.285819999999999
2023-01-01T00:00:00,"AMP_SO_Windeck","ZP_ID_1625",604.45,-7.35684
2023-01-01T00:00:00,"50H_SO_Marlow_02","ZP_ID_1626",902.7,9.36364
2023-01-01T00:00:00,"50H_SO_Marlow_03","ZP_ID_1627",644.47,9.25034
2023-01-01T00:00:00,"50H_SO_Zörbig_DE021098","ZP_ID_1629",361.79,-23.30246
2023-01-01T00:00:00,"TEN_SO_Barsinghausen_02","ZP_ID_1632",69.03,-1.80795
2023-01-01T00:00:00,"50H_SO_Großenhain_DE036068","ZP_ID_1633",158.43,-44.30096
2023-01-01T00:00:00,"TEN_SO_Lüchow_DE003007","ZP_ID_1634",107.41,-40.71419
2023-01-01T00:00:00,"50H_SO_Osterweddingen-Sülzetal_DE026061","ZP_ID_1636",59.64,-34.11577
2023-01-01T00:00:00,"50H_SO_Burg Stargard_DE029033","ZP_ID_1637",6.98,-11.86747
2023-01-01T00:00:00,"50H_SO_Gornsdorf-Erzgebirge_DE036100","ZP_ID_1638",129.02,-52.33598
2023-01-01T00:00:00,"TEN_SO_Sehnde-Wehmingen","ZP_ID_1645",742.08,-0.32062
2023-01-01T00:00:00,"AMP_SO_Stolberg","ZP_ID_1646",6.66,-27.4145
2023-01-01T00:00:00,"AMP_SO_Schwerte_02","ZP_ID_1648",4531.93,-7.60494
2023-01-01T00:00:00,"TEN_SO_Elmenhorst_DE016059","ZP_ID_1649",162.72,-48.90167
2023-01-01T00:00:00,"TEN_SO_Mölln_DE016080","ZP_ID_1650",7.75,-86.02065
2023-01-01T00:00:00,"AMP_SO_Hagen_03","ZP_ID_1651",1017.84,-7.41331
2023-01-01T00:00:00,"TEN_SO_Gochsheim_01","ZP_ID_1652",1372.8,-15.51719
2023-01-01T00:00:00,"TEN_SO_Gochsheim_02","ZP_ID_1653",758.88,-28.09353
2023-01-01T00:00:00,"TEN_SO_Weimar_DE010095","ZP_ID_1654",0,
2023-01-01T00:00:00,"AMP_SO_Mülheim_02","ZP_ID_1657",0.59,-63.18165
2023-01-01T00:00:00,"AMP_SO_Asbach","ZP_ID_1658",2372.38,-2.87315
2023-01-01T00:00:00,"AMP_SO_Reichshof","ZP_ID_1659",345.93,-4.58285
2023-01-01T00:00:00,"50H_SO_Jüterbog","ZP_ID_1660",483.64,25.63642
2023-01-01T00:00:00,"AMP_WI_Iserlohn_(PPA)","ZP_ID_1661",118233.9,-9.897919999999999
2023-01-01T00:00:00,"AMP_SO_Bochum Werne_DE032075","ZP_ID_1662",42.95,-47.88544
2023-01-01T00:00:00,"AMP_SO_Finnentrop","ZP_ID_1663",24.95,-30.04547
2023-01-01T00:00:00,"AMP_SO_Gronau_06","ZP_ID_1664",3036.06,9.60871
2023-01-01T00:00:00,"TEN_SO_Bückeburg_03","ZP_ID_1665",2978.6,6.83615
2023-01-01T00:00:00,"AMP_SO_Recklinghausen-Süd","ZP_ID_1666",0.3,-99.04333
2023-01-01T00:00:00,"AMP_SO_Hürth","ZP_ID_1668",558.79,-9.939069999999999
2023-01-01T00:00:00,"50H_WI_Halberstadt_(PPA)","ZP_ID_1669",14521.09,-19.31273
2023-01-01T00:00:00,"TEN_SO_Glückstadt_DE004124","ZP_ID_1674",182.83,-54.79273
2023-01-01T00:00:00,"TRA_SO_Kühlsheim","ZP_ID_1676",2774.75,-11.94145
2023-01-01T00:00:00,"TRA_SO_Osterburken_02","ZP_ID_1677",1192.66,0.19508
2023-01-01T00:00:00,"TRA_SO_Buchen_03","ZP_ID_1678",1004.07,-12.67022
2023-01-01T00:00:00,"AMP_SO_Dortmund","ZP_ID_1679",0.85,-105.14529
2023-01-01T00:00:00,"TEN_SO_Minden_02","ZP_ID_1687",12.95,7.23905
2023-01-01T00:00:00,"50H_SO_Lutherstadt Eisleben_DE031072","ZP_ID_1688",328.51,-2.49677
2023-01-01T00:00:00,"TEN_SO_Harpstedt_DE007093","ZP_ID_1690",97.58,-20.42189
2023-01-01T00:00:00,"50H_SO_Schönwalde_02","ZP_ID_1692",20152.47,-16.77936
2023-01-01T00:00:00,"TEN_SO_Frankenberg","ZP_ID_1693",3.47,-56.65928
2023-01-01T00:00:00,"50H_SO_Löbnitz","ZP_ID_1737",2038.5,-40.26184
2023-01-01T00:00:00,"AMP_WI_Heilenbach_(PPA)","ZP_ID_1738",91628.95,2.92177
2023-01-01T00:00:00,"TEN_SO_Stammham","ZP_ID_1746",1282.89,3.29386
2023-01-01T00:00:00,"AMP_SO_Wermelskirchen_02","ZP_ID_1747",214.12,9.04322
2023-01-01T00:00:00,"AMP_SO_Alpen_02","ZP_ID_1748",2351.99,2.32292
2023-01-01T00:00:00,"AMP_SO_Bornheim_04","ZP_ID_1751",34.4,-76.95999999999999
2023-01-01T00:00:00,"50H_SO_Kindelbrück_05","ZP_ID_1762",4338.67,2.05601
2023-01-01T00:00:00,"50H_SO_Broderstorf","ZP_ID_1764",7712.17,9.630610000000001
2023-01-01T00:00:00,"50H_SO_Lichterfeld-Schacksdorf","ZP_ID_1765",3209.51,-15.4146
2023-01-01T00:00:00,"50H_SO_Rostock_DE029053","ZP_ID_1766",126.93,-16.11331
2023-01-01T00:00:00,"50H_SO_Stäbelow","ZP_ID_1770",1209.31,30.57985
2023-01-01T00:00:00,"AMP_SO_Medebach","ZP_ID_1771",3.59,-123.19969
2023-01-01T00:00:00,"AMP_SO_Wickede_02","ZP_ID_1772",109.25,-69.72776
2023-01-01T00:00:00,"50H_SO_Prisannewitz_02","ZP_ID_1773",2518.2,8.18718
2023-01-01T00:00:00,"50H_SO_Prisannewitz_01","ZP_ID_1774",1989.46,7.41453
2023-01-01T00:00:00,"50H_SO_Roßleben-Wiehe","ZP_ID_1775",76.25,13.06993
2023-01-01T00:00:00,"50H_SO_Lommatzsch","ZP_ID_1776",1319.05,-9.92567
2023-01-01T00:00:00,"AMP_SO_Schüttorf","ZP_ID_1777",1269.28,-21.91532
2023-01-01T00:00:00,"AMP_SO_Gescher","ZP_ID_1778",606.24,-18.8784
2023-01-01T00:00:00,"AMP_SO_Schüttorf_02","ZP_ID_1783",140.11,-17.3224
2023-01-01T00:00:00,"50H_SO_Wiednitz_02","ZP_ID_1784",3017.06,-20.08526
2023-01-01T00:00:00,"AMP_SO_Unna_03","ZP_ID_1786",797.08,1.29705
2023-01-01T00:00:00,"AMP_NF_WA_Hagen_02","ZP_ID_1787",33088.58,4.12235
2023-01-01T00:00:00,"TEN_SO_Hösbach","ZP_ID_1789",877.96,1.7679
2023-01-01T00:00:00,"TRA_SO_Bad Säckingen","ZP_ID_1793",135,-76.10541000000001
2023-01-01T00:00:00,"50H_SO_Südharz_02","ZP_ID_1795",2095.01,2.92771
2023-01-01T00:00:00,"AMP_SO_Bönen_05","ZP_ID_1796",16.38,-69.06798000000001
2023-01-01T00:00:00,"AMP_SO_Bönen_06","ZP_ID_1797",12.61,-69.07086
2023-01-01T00:00:00,"TEN_SO_Wathlingen_DE006023","ZP_ID_1798",63.9,-47.74083
2023-01-01T00:00:00,"TEN_SO_Neustadt_DE033058","ZP_ID_1800",107.93,-65.20421
2023-01-01T00:00:00,"50H_SO_Herrnburg_DE033010","ZP_ID_1801",122.31,-29.60138
2023-01-01T00:00:00,"AMP_SO_Finnentrop_02","ZP_ID_1803",68.72,-35.11271
2023-01-01T00:00:00,"AMP_SO_Sundern_02","ZP_ID_1804",564.48,-10.11018
2023-01-01T00:00:00,"50H_SO_Grebs-Niendorf_04","ZP_ID_1805",10329.34,10.96944
2023-01-01T00:00:00,"50H_SO_Waren Müritz_02","ZP_ID_1806",1036.11,10.69269
2023-01-01T00:00:00,"AMP_SO_Goch_07","ZP_ID_1808",3359.81,2.23885
2023-01-01T00:00:00,"50H_SO_Prenzlau","ZP_ID_1810",0.98,-35.23821
2023-01-01T00:00:00,"TEN_SO_Augustdorf","ZP_ID_1811",172.39,-48.7111
2023-01-01T00:00:00,"AMP_SO_Uedem_05","ZP_ID_1814",367.33,-15.97965
2023-01-01T00:00:00,"TEN_SO_Stade-Haddorf","ZP_ID_1820",3.45,-69.42594
2023-01-01T00:00:00,"TEN_SO_Osterhofen","ZP_ID_1822",2286.75,5.22497
2023-01-01T00:00:00,"AMP_SO_Schöppingen_DE009021","ZP_ID_1823",75.16,-13.13647
2023-01-01T00:00:00,"TEN_SO_Lichtenfels","ZP_ID_1825",955.49,-1.74347
2023-01-01T00:00:00,"AMP_SO_Kempen","ZP_ID_1826",462.6,-10.37454
2023-01-01T00:00:00,"AMP_SO_Gronau_07","ZP_ID_1828",153.23,-16.50948
2023-01-01T00:00:00,"50H_SO_Tangermünde","ZP_ID_1830",2253.4,8.404170000000001
2023-01-01T00:00:00,"AMP_SO_Wuppertal-Barmen_02","ZP_ID_1833",2.18,-15.25404
2023-01-01T00:00:00,"AMP_NF_WA_Hagen_03","ZP_ID_1834",44489.17,10.33055
2023-01-01T00:00:00,"50H_SO_Thale_03","ZP_ID_1835",1034.25,-2.35754
2023-01-01T00:00:00,"50H_SO_Thale_04","ZP_ID_1836",813.0599999999999,-12.30208
2023-01-01T00:00:00,"AMP_SO_Solingen-Wald","ZP_ID_1839",0,
2023-01-01T00:00:00,"TEN_SO_Aurich_DE015007","ZP_ID_1841",160.38,-37.33534
2023-01-01T00:00:00,"AMP_SO_Haan","ZP_ID_1842",7.17,-79.10805000000001
2023-01-01T00:00:00,"AMP_SO_Gronau_09","ZP_ID_1843",486.68,-51.47389
2023-01-01T00:00:00,"AMP_SO_Menden","ZP_ID_1845",889.35,-8.8369
2023-01-01T00:00:00,"AMP_SO_Menden_02","ZP_ID_1846",799.8099999999999,-12.74492
2023-01-01T00:00:00,"TEN_SO_Dörentrup_DE018096","ZP_ID_1847",77.95,-60.35727
2023-01-01T00:00:00,"AMP_SO_Arnsberg _08","ZP_ID_1849",877.1900000000001,-14.33011
2023-01-01T00:00:00,"AMP_SO_Unna_04","ZP_ID_1850",1446.32,8.88297
2023-01-01T00:00:00,"AMP_SO_Meppen_DE025034","ZP_ID_1852",255.21,-8.546569999999999
2023-01-01T00:00:00,"50H_SO_Waren Müritz_03","ZP_ID_1857",1073,10.52366
2023-01-01T00:00:00,"AMP_SO_Greven_DE009014","ZP_ID_1858",100.83,-23.99708
2023-01-01T00:00:00,"TRA_SO_Tauberbischofsheim","ZP_ID_1859",3683.31,-13.36601
2023-01-01T00:00:00,"TEN_SO_Itzehoe_DE004120","ZP_ID_1860",86.86,-56.47125
2023-01-01T00:00:00,"TRA_SO_Walldürn","ZP_ID_1861",3059.56,-11.61845
2023-01-01T00:00:00,"AMP_SO_Soest_DE013054","ZP_ID_1863",155.98,-21.736
2023-01-01T00:00:00,"50H_SO_Mittweida_DE036005","ZP_ID_1868",0,
2023-01-01T00:00:00,"AMP_WI_Uedem","ZP_ID_1870",197990.36,-3.5062
2023-01-01T00:00:00,"AMP_WI_Uedem_02","ZP_ID_1871",396040.17,-3.50622
2022-12-01T00:00:00,"TEN_SO_Glinde_DE016033_(EB)","ZP_ID_1014",312.17,-15.01498
2022-12-01T00:00:00,"50H_SO_Anklam_DE029038_(EB)","ZP_ID_1015",0.55,-77.77152
2022-12-01T00:00:00,"TEN_SO_Meerbeck_(EB)","ZP_ID_1016",4782.38,68.23229000000001
